Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Vodafone,Outdoor,3G,2,Call Dropped,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,19.06427756,72.91992513,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.2349098,77.194695,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,2,Poor Voice Quality,19.06342641,72.91971392,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,19.06248359,72.91835462,Maharashtra
RJio,Outdoor,4G,1,Call Dropped,19.06249769,72.91844787,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.06249769,72.91844787,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.06252237,72.91832745,Maharashtra
RJio,Travelling,4G,5,Satisfactory,19.13392312,72.8476627,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.11341715,72.85416103,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.04711282,72.86308205,Maharashtra
RJio,Travelling,4G,5,Satisfactory,19.04820967,72.86767781,Maharashtra
RJio,Travelling,4G,5,Satisfactory,19.05493592,72.88478676,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,19.06425909,72.91997208,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,19.06427541,72.91988421,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.064249,72.9199418,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.0642567,72.9199439,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.0642764,72.91990231,Maharashtra
RJio,Outdoor,4G,3,Poor Voice Quality,19.06342522,72.91886695,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.06353072,72.918888,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,28.64130361,77.22847318,NCT
Airtel,Indoor,4G,5,Satisfactory,28.64130361,77.22847318,NCT
Airtel,Indoor,4G,5,Satisfactory,28.6408031,77.228762,NCT
Airtel,Indoor,4G,5,Satisfactory,28.64130361,77.22847318,NCT
Airtel,Indoor,4G,4,Satisfactory,28.6408541,77.2292603,NCT
Airtel,Indoor,4G,5,Satisfactory,28.64130361,77.22847318,NCT
Airtel,Indoor,4G,5,Satisfactory,28.6408442,77.2292117,NCT
Airtel,Indoor,4G,4,Satisfactory,28.6408177,77.228936,NCT
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,3G,3,Satisfactory,20.90362694,74.74104874,Maharashtra
Idea,Outdoor,3G,2,Call Dropped,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Indoor,2G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Indoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,2G,3,Satisfactory,-1,-1,NA
Idea,Indoor,3G,2,Poor Voice Quality,-1,-1,NA
Idea,Outdoor,3G,3,Satisfactory,-1,-1,NA
Idea,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Indoor,4G,3,Satisfactory,-1,-1,NA
Idea,Indoor,4G,3,Satisfactory,-1,-1,NA
Idea,Indoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,2G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,3G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,2G,3,Satisfactory,-1,-1,NA
Idea,Indoor,4G,3,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,30.7011824,76.8544215,Chandigarh
RJio,Indoor,4G,1,Poor Voice Quality,30.7011824,76.8544215,Chandigarh
RJio,Indoor,4G,1,Poor Voice Quality,30.7011824,76.8544215,Chandigarh
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,30.68933892,76.72874015,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.71829164,87.4864161,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.7185684,87.48601048,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.7185684,87.48601048,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.7185684,87.48601048,West Bengal
RJio,Indoor,4G,1,Call Dropped,21.72318817,87.48987372,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72318817,87.48987372,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72318817,87.48987372,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72321488,87.48998396,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.71833456,87.48623908,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.71833456,87.48623908,West Bengal
RJio,Outdoor,4G,1,Poor Voice Quality,21.72326946,87.48973323,West Bengal
RJio,Indoor,4G,4,Satisfactory,19.0642567,72.9199439,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,30.76025645,76.64160576,Punjab
Airtel,Indoor,Unknown,5,Satisfactory,23.12199371,78.68886317,Madhya Pradesh
Airtel,Indoor,4G,5,Satisfactory,23.1217449,78.68861947,Madhya Pradesh
Airtel,Indoor,Unknown,5,Satisfactory,23.121996,78.68856783,Madhya Pradesh
Airtel,Indoor,4G,5,Satisfactory,23.12181592,78.68864561,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,23.12191908,78.68860768,Madhya Pradesh
Airtel,Indoor,Unknown,5,Satisfactory,23.12154362,78.68865721,Madhya Pradesh
Airtel,Indoor,Unknown,5,Satisfactory,23.12200327,78.68862808,Madhya Pradesh
Airtel,Indoor,4G,5,Satisfactory,23.12195422,78.68855159,Madhya Pradesh
Airtel,Indoor,4G,5,Satisfactory,23.12195422,78.68855159,Madhya Pradesh
Other,Indoor,4G,4,Satisfactory,23.12195422,78.68855159,Madhya Pradesh
Vodafone,Indoor,4G,1,Poor Voice Quality,25.98444768,79.44466369,Uttar Pradesh
Vodafone,Outdoor,Unknown,2,Call Dropped,26.78940167,80.89124167,Uttar Pradesh
Vodafone,Outdoor,Unknown,2,Poor Voice Quality,26.78952667,80.89125333,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,30.76025645,76.64160576,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.76025645,76.64160576,Punjab
RJio,Outdoor,4G,2,Poor Voice Quality,16.4810254,78.3175463,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4810254,78.3175463,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.48583977,78.31454604,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.48583977,78.31454604,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.48434225,78.31279751,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4860196,78.3143402,Telangana
Airtel,Indoor,Unknown,1,Poor Voice Quality,16.48434225,78.31279751,Telangana
Airtel,Outdoor,Unknown,2,Poor Voice Quality,16.4860196,78.3143402,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.4866287,78.3085027,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.4888991,78.3140748,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4888991,78.3140748,Telangana
Airtel,Outdoor,Unknown,1,Poor Voice Quality,16.4860196,78.3143402,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4854551,78.3171862,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.481257,78.3231039,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.481257,78.3231039,Telangana
Airtel,Outdoor,Unknown,1,Poor Voice Quality,16.481257,78.3231039,Telangana
Airtel,Outdoor,Unknown,1,Poor Voice Quality,16.4901938,78.3050971,Telangana
Airtel,Outdoor,4G,2,Poor Voice Quality,16.4909536,78.3054459,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.4909536,78.3054459,Telangana
Airtel,Outdoor,Unknown,1,Poor Voice Quality,16.4910874,78.3050304,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.4859637,78.3142226,Telangana
RJio,Indoor,4G,2,Call Dropped,16.4778604,78.3225411,Telangana
RJio,Indoor,4G,1,Call Dropped,16.4859824,78.3083433,Telangana
RJio,Travelling,4G,2,Call Dropped,16.4859824,78.3083433,Telangana
Airtel,Indoor,Unknown,2,Poor Voice Quality,16.4872535,78.3126673,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,2,Poor Voice Quality,16.4872257,78.3126336,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4837236,78.3186091,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4845703,78.3143402,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4868863,78.3104268,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4860397,78.3146959,Telangana
Airtel,Travelling,Unknown,2,Poor Voice Quality,16.4857174,78.3154074,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4494823,78.2692608,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4845402,78.3143718,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,16.48652279,78.31143831,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,16.48453691,78.31303657,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.48436786,78.31278385,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.48593198,78.31559789,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,16.491937,78.3164747,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.485329,78.3139695,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.4868863,78.3104268,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.4868863,78.3104268,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.48953319,78.30135012,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.48953319,78.30135012,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.48593198,78.31559789,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4845703,78.3143402,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.4845703,78.3143402,Telangana
Airtel,Outdoor,Unknown,2,Poor Voice Quality,16.4865076,78.3090989,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4845703,78.3143402,Telangana
Idea,Travelling,3G,1,Poor Voice Quality,20.11057433,72.74418063,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,19.23132323,72.86306897,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.229624,72.8652921,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.22983487,72.86448312,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.22983487,72.86448312,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.22983487,72.86448312,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.22953911,72.86502183,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.22896299,72.86507275,Maharashtra
Vodafone,Outdoor,Unknown,1,Call Dropped,20.09904547,72.73336204,Maharashtra
Vodafone,Travelling,3G,5,Satisfactory,20.09904547,72.73336204,Maharashtra
Idea,Outdoor,3G,2,Poor Voice Quality,20.11503965,72.73973803,Maharashtra
Vodafone,Indoor,2G,1,Call Dropped,20.11070681,72.74415536,Maharashtra
Vodafone,Outdoor,Unknown,5,Satisfactory,20.11068613,72.74405244,Maharashtra
Vodafone,Indoor,2G,1,Poor Voice Quality,20.11068613,72.74405244,Maharashtra
Vodafone,Outdoor,2G,1,Poor Voice Quality,20.11068613,72.74405244,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,20.09903026,72.7334742,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,20.099021,72.7334383,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,20.11483306,72.73995424,Maharashtra
Vodafone,Outdoor,3G,3,Poor Voice Quality,19.4241261,72.8256497,Maharashtra
Vodafone,Outdoor,3G,4,Satisfactory,19.22113126,72.97571177,Maharashtra
Vodafone,Travelling,4G,3,Poor Voice Quality,19.0656541,72.8793774,Maharashtra
Vodafone,Travelling,4G,3,Poor Voice Quality,19.07137151,72.88696785,Maharashtra
Vodafone,Travelling,4G,3,Poor Voice Quality,19.18362495,72.96919088,Maharashtra
Vodafone,Travelling,4G,3,Poor Voice Quality,19.18362495,72.96919088,Maharashtra
Vodafone,Travelling,4G,3,Poor Voice Quality,19.18362495,72.96919088,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.18362495,72.96919088,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.13669156,72.83329096,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.13669156,72.83329096,Maharashtra
Vodafone,Indoor,4G,1,Poor Voice Quality,19.13642226,72.83313142,Maharashtra
Vodafone,Indoor,4G,2,Poor Voice Quality,19.13642226,72.83313142,Maharashtra
Vodafone,Travelling,4G,3,Poor Voice Quality,19.09255106,72.90263352,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.21822845,73.08675143,Maharashtra
Vodafone,Indoor,4G,1,Call Dropped,19.22097773,72.97630121,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22097773,72.97630121,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.22097773,72.97630121,Maharashtra
Vodafone,Indoor,4G,1,Poor Voice Quality,19.22097773,72.97630121,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.22097773,72.97630121,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22097773,72.97630121,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22097773,72.97630121,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22097773,72.97630121,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22117379,72.97610133,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.2168096,73.08137937,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.2168096,73.08137937,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.21761314,73.0796727,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.21763332,73.07977185,Maharashtra
Vodafone,Travelling,4G,4,Satisfactory,19.21700726,73.07967555,Maharashtra
Vodafone,Outdoor,4G,3,Poor Voice Quality,19.1860711,72.97536754,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.22229568,72.97750695,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.22229568,72.97750695,Maharashtra
Vodafone,Travelling,4G,2,Poor Voice Quality,19.22114316,72.97619654,Maharashtra
Vodafone,Travelling,4G,2,Poor Voice Quality,19.22114316,72.97619654,Maharashtra
Vodafone,Travelling,4G,3,Poor Voice Quality,19.22114316,72.97619654,Maharashtra
Vodafone,Travelling,4G,3,Poor Voice Quality,19.22114316,72.97619654,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.2175432,73.0796133,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.20398258,72.9681015,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.20398258,72.9681015,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.20398258,72.9681015,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.20398258,72.9681015,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.20398258,72.9681015,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.20398258,72.9681015,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.20398258,72.9681015,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.20398258,72.9681015,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.20398258,72.9681015,Maharashtra
Vodafone,Travelling,4G,3,Poor Voice Quality,19.21699813,73.07978214,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.2213807,72.97613128,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.2213807,72.97613128,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.2213807,72.97613128,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.2213807,72.97613128,Maharashtra
Vodafone,Indoor,4G,1,Call Dropped,19.2213807,72.97613128,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.2213807,72.97613128,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,19.2213807,72.97613128,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.13037405,72.92919989,Maharashtra
Vodafone,Travelling,4G,1,Poor Voice Quality,19.12784102,72.92794702,Maharashtra
Vodafone,Travelling,4G,3,Poor Voice Quality,19.12784102,72.92794702,Maharashtra
Vodafone,Outdoor,4G,3,Poor Voice Quality,19.21367996,73.08080428,Maharashtra
Vodafone,Outdoor,4G,4,Satisfactory,19.21367996,73.08080428,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.2166532,73.08158748,Maharashtra
Vodafone,Indoor,Unknown,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,Unknown,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Travelling,4G,5,Satisfactory,23.19256564,72.61302889,Gujarat
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,28.62721958,77.21445892,NCT
RJio,Indoor,4G,3,Satisfactory,28.62721958,77.21445892,NCT
RJio,Indoor,4G,3,Satisfactory,28.62721958,77.21445892,NCT
RJio,Indoor,4G,3,Satisfactory,28.62721958,77.21445892,NCT
RJio,Indoor,4G,3,Satisfactory,28.62721958,77.21445892,NCT
